word,normal_cnt,abnormal_cnt
我国,114.0,1.0
建信,114.0,2.0
超10%,114.0,
二,114.0,3.0
总资产,113.0,1.0
动力,113.0,
曝,113.0,
小幅,113.0,1.0
收窄,113.0,
安排,113.0,2.0
绿色通道,113.0,6.0
需要,113.0,2.0
暴跌,113.0,1.0
大湾,113.0,4.0
海外,113.0,1.0
子公司提供担保,113.0,2.0
岁,113.0,
珠海,112.0,3.0
工具,112.0,
达成,112.0,1.0
水平,112.0,
月份,112.0,
社融,112.0,
复,112.0,
优选,112.0,2.0
金科,111.0,2.0
银行业绩快报,111.0,3.0
担任,111.0,3.0
设备,111.0,1.0
副董事长,111.0,3.0
少,111.0,
再融资,111.0,1.0
银行网点,110.0,3.0
分行违法遭罚,110.0,2.0
不能,110.0,
退出,110.0,2.0
港股通,110.0,3.0
嘉实,110.0,
资本补充,110.0,1.0
减少,110.0,
股息,110.0,2.0
大跌,110.0,8.0
转,109.0,
民营企业,109.0,
使用部分暂时闲置,109.0,2.0
破解,109.0,3.0
招聘,109.0,2.0
证券简称,109.0,2.0
投资价值,109.0,2.0
违反,109.0,
部门,109.0,9.0
标的,109.0,5.0
基建,109.0,5.0
抢筹,109.0,4.0
助力企业复工复产,109.0,
罚没,109.0,
开仓,108.0,
罚50万,108.0,2.0
三个,108.0,1.0
修复,108.0,
交易型开放式指数证券投资基金,108.0,1.0
证券代码,108.0,2.0
齐,108.0,1.0
广西,108.0,1.0
归母净利润,108.0,1.0
外汇,108.0,
实体,107.0,3.0
不再,107.0,
基本面,107.0,3.0
格力,107.0,2.0
工程,107.0,1.0
吉林,107.0,2.0
年末,107.0,
全资子公司提供担保,107.0,2.0
关口,107.0,
管理人员,107.0,2.0
资源,107.0,5.0
营业收入,107.0,2.0
专户,106.0,3.0
放贷,106.0,1.0
涨近,106.0,1.0
货币政策,106.0,
贾跃亭,106.0,2.0
确认,106.0,2.0
首席,106.0,1.0
紧急,106.0,4.0
亏,106.0,
城,105.0,5.0
上行,105.0,1.0
法院,105.0,3.0
微博影响力,105.0,2.0
总裁,105.0,1.0
增资,105.0,
内银,105.0,2.0
强化,105.0,1.0
财富管理,105.0,1.0
持有期混合型,105.0,2.0
规则,104.0,
重组,104.0,4.0
完善,104.0,2.0
债权,104.0,10.0
人员,104.0,2.0
什么时候,104.0,2.0
恒指,104.0,3.0
融资难,104.0,1.0
差异化,104.0,
生活,103.0,1.0
重新,103.0,2.0
第六届,103.0,5.0
净资产,103.0,2.0
通信,103.0,1.0
国泰君安,103.0,1.0
透露,103.0,
引,103.0,
新华财经,103.0,5.0
提高,103.0,1.0
六成,103.0,3.0
冲击,103.0,5.0
运营,103.0,
查,102.0,2.0
降低,102.0,1.0
定期定额投资业务,102.0,5.0
才,102.0,1.0
间,102.0,5.0
新低,102.0,2.0
重整,102.0,
共同,102.0,4.0
内部,102.0,2.0
投入,102.0,4.0
保,102.0,4.0
料,102.0,2.0
红利,102.0,1.0
跨境金融,101.0,3.0
银行周报,101.0,
机械,101.0,2.0
研究院,101.0,3.0
财讯晚,101.0,1.0
增至,101.0,3.0
列,101.0,
路径,101.0,3.0
投行,101.0,2.0
纯债债券型证券投资基金,101.0,
班车,101.0,1.0
货币,101.0,3.0
链,101.0,1.0
江苏省,101.0,5.0
垫底,100.0,
难题,100.0,3.0
定期开放债券型证券投资基金,100.0,
派,100.0,1.0
扎堆,100.0,1.0
上海银行业,100.0,
历史,100.0,
证券研究,100.0,1.0
罚30万,100.0,1.0
京东,100.0,
第五届,99.0,
使用闲置自有资金,99.0,3.0
落马,99.0,1.0
出售,99.0,
传媒,99.0,4.0
银行股集体,99.0,3.0
营销,99.0,4.0
净利同比增,99.0,3.0
回暖,99.0,
党委书记,99.0,1.0
副省长,99.0,
开出,98.0,1.0
负增长,98.0,3.0
引领,98.0,3.0
处置,98.0,4.0
入围,98.0,
任职,98.0,1.0
卖,98.0,
评价,98.0,
点名,98.0,8.0
河北,98.0,4.0
桶,98.0,
争夺,98.0,6.0
创历史新高,98.0,4.0
农银,98.0,2.0
沈娟,98.0,1.0
资产规模,98.0,
净赚,97.0,2.0
不是,97.0,2.0
后续,97.0,3.0
促进,97.0,2.0
新片区,97.0,
京,97.0,1.0
溢价,97.0,2.0
社区,97.0,1.0
关联交易,97.0,5.0
到期收回,97.0,5.0
再创新高,97.0,1.0
小米,97.0,4.0
六,97.0,1.0
送,97.0,4.0
小时,97.0,3.0
自有资金进行现金管理,97.0,4.0
挪用,96.0,3.0
信号,96.0,3.0
累计质押,96.0,4.0
低迷,96.0,2.0
村镇银行,96.0,
银行年报,96.0,
美团,96.0,
爱,96.0,1.0
电商,96.0,2.0
组合,96.0,3.0
长,96.0,4.0
纳入,96.0,1.0
财务,96.0,
投诉,95.0,1.0
频频,95.0,
牌照,95.0,6.0
邮储,95.0,5.0
可控,95.0,
便利化,95.0,3.0
银保,95.0,3.0
新华,95.0,1.0
收紧,95.0,
上榜,95.0,3.0
恢复,95.0,1.0
安信,95.0,1.0
来袭,95.0,3.0
公司债券,94.0,2.0
定期定额投资,94.0,2.0
宝,94.0,4.0
牵手,94.0,
厦门银行,94.0,2.0
你好,94.0,4.0
管理层,94.0,
宗,94.0,1.0
升至,93.0,8.0
接受,93.0,2.0
遭遇,93.0,
董秘你好,93.0,5.0
民营,93.0,4.0
前海,93.0,2.0
大规模,93.0,
第八届,93.0,
风波,93.0,
引入,93.0,2.0
取消,93.0,
纷纷,93.0,2.0
周期,92.0,4.0
产业链,92.0,2.0
五年,92.0,3.0
运行,92.0,3.0
扩张,92.0,1.0
登记,92.0,1.0
在线,92.0,2.0
人士,92.0,1.0
股全线,92.0,6.0
微,92.0,1.0
首日,92.0,5.0
夯实,92.0,1.0
工业,92.0,5.0
支持力度,92.0,
银行卡,92.0,2.0
准备,92.0,4.0
摩根,92.0,
核心资产,92.0,2.0
保险机构,91.0,
基金经理,91.0,
明确,91.0,2.0
次新股,91.0,11.0
案件,91.0,2.0
相关事项,91.0,1.0
请,91.0,1.0
TCL,91.0,
二级资本债,91.0,
C,91.0,
分,91.0,1.0
协会,91.0,2.0
交易所,91.0,
ESG,90.0,
机遇,90.0,2.0
招募说明书摘要,90.0,5.0
显著,90.0,
融资成本,90.0,
质量,90.0,2.0
坚持,90.0,
保证金,90.0,
国信,90.0,2.0
市,90.0,3.0
压降,90.0,
原油宝事件,90.0,
不足,90.0,1.0
无缘,90.0,
货币市场基金,90.0,4.0
投资人,90.0,
黑龙江,89.0,3.0
热搜,89.0,1.0
复产,89.0,
直接,89.0,2.0
笔试,89.0,
部,89.0,
注入,89.0,1.0
被判,89.0,
开立,89.0,
控股子公司提供担保,89.0,2.0
信,89.0,5.0
债转股,89.0,1.0
优惠,89.0,3.0
最后,89.0,1.0
获准开业,89.0,1.0
注意,89.0,1.0
兴证,89.0,2.0
抛售,89.0,7.0
首个,88.0,1.0
晚间公告,88.0,1.0
履新,88.0,4.0
多地,88.0,
注销,88.0,1.0
有限,88.0,
超5%,88.0,2.0
不要,88.0,1.0
综合授信额度,88.0,1.0
测试,88.0,
融通,88.0,
陕西,88.0,2.0
诈骗,88.0,6.0
规范,88.0,
受益,88.0,1.0
逻辑,88.0,1.0
建立,88.0,1.0
增速放缓,88.0,
基本,88.0,2.0
揭晓,88.0,1.0
南通,88.0,2.0
高新,88.0,
一次,88.0,
雅戈尔,88.0,
合理,87.0,7.0
红包,87.0,1.0
商业,87.0,1.0
人均薪酬,87.0,
利润增速,87.0,2.0
走低,87.0,1.0
百强,87.0,
负,87.0,
组织,87.0,2.0
两个,86.0,1.0
牛市,86.0,17.0
一周,86.0,1.0
重庆分行,86.0,1.0
换帅,86.0,1.0
国家队,86.0,4.0
规定,86.0,1.0
亿港元,86.0,2.0
担当,86.0,
国资,86.0,2.0
罕见,86.0,2.0
一日,86.0,4.0
离职,86.0,
银行贷款,86.0,
优秀,86.0,1.0
不到,86.0,1.0
深耕,86.0,1.0
专户存储,86.0,2.0
工银,86.0,1.0
委托,86.0,1.0
纸原油,86.0,
新冠,86.0,2.0
荣获,85.0,1.0
涨超,85.0,4.0
脱贫攻坚,85.0,1.0
持,85.0,1.0
立案调查,85.0,
截至,85.0,1.0
缩水,85.0,1.0
专题,85.0,
防控,85.0,4.0
净值,85.0,1.0
国寿,85.0,
利息,85.0,2.0
最快,85.0,
格力电器,85.0,1.0
重仓股,85.0,
商品,85.0,
因素,85.0,3.0
概念股,85.0,3.0
中期,85.0,4.0
上半年净利同比,85.0,
扫货,85.0,3.0
年前,84.0,1.0
一线,84.0,2.0
超级,84.0,2.0
不良率上升,84.0,
接任,84.0,5.0
电力,84.0,8.0
市场化,84.0,
研发,84.0,1.0
托管,84.0,
动能,84.0,2.0
南京分行,84.0,1.0
业内,84.0,2.0
放款,84.0,4.0
扩大,84.0,3.0
方式,84.0,3.0
道,84.0,1.0
宏观,84.0,4.0
首份,84.0,
第三次,83.0,
招银,83.0,1.0
银行业消费投诉,83.0,
北京银保监局,83.0,2.0
电器,83.0,3.0
补充,83.0,2.0
居首,83.0,2.0
控股集团,83.0,6.0
审批,83.0,5.0
前瞻,83.0,4.0
走弱,83.0,1.0
两市,83.0,9.0
再添,83.0,1.0
选择,83.0,
共建,83.0,2.0
较大,82.0,2.0
日图,82.0,
护盘,82.0,4.0
有效,82.0,3.0
交通,82.0,
回,82.0,
银行跻身,82.0,2.0
史上,82.0,1.0
想,82.0,2.0
三成,82.0,
广发银行,82.0,3.0
展望,82.0,4.0
险企,82.0,
逆市,82.0,7.0
新区,82.0,2.0
文旅,82.0,
修订,82.0,1.0
工,81.0,1.0
手机,81.0,
六稳,81.0,
受理,81.0,2.0
缓解,81.0,
大奖,81.0,2.0
蚂蚁集团,81.0,
行政处罚,81.0,2.0
净卖出,81.0,8.0
疫情之下,81.0,
明年,81.0,3.0
六家,81.0,3.0
详解,81.0,4.0
股息率,81.0,
华谊,81.0,
方面,81.0,1.0
配置价值,81.0,2.0
请问公司,80.0,
盈利能力,80.0,
装备,80.0,2.0
设,80.0,
新一轮,80.0,3.0
南下,80.0,1.0
兄弟,80.0,
吸金,80.0,
新政,80.0,
打赢,80.0,1.0
蓝筹,80.0,
五家,80.0,1.0
有所,80.0,
考虑,80.0,1.0
海通,80.0,2.0
FOF,80.0,2.0
外贸,80.0,
取得,80.0,
池子,79.0,
牛,79.0,3.0
众泰,79.0,1.0
出资,79.0,2.0
房企,79.0,
直销,79.0,2.0
进行委托理财,79.0,2.0
诞生,79.0,
监事会,79.0,
消费金融公司,79.0,
案例,79.0,4.0
零售转型,79.0,
保本理财,79.0,1.0
远,79.0,6.0
承诺,78.0,
省,78.0,1.0
希望,78.0,2.0
启迪环境,78.0,
函,78.0,
涉房贷款,78.0,
接棒,78.0,1.0
数字人民币,78.0,
包商银行,78.0,1.0
社会,78.0,1.0
齐发,78.0,
居前,78.0,
收评,78.0,7.0
起诉,78.0,
催收,78.0,
粤港澳,78.0,3.0
六保,78.0,1.0
决定,77.0,1.0
领先,77.0,5.0
复苏,77.0,2.0
兑付,77.0,2.0
纠纷,77.0,
东吴,77.0,2.0
周,77.0,
暴涨,77.0,5.0
家居,77.0,2.0
配股,77.0,3.0
网友,77.0,
净值化,77.0,
反腐,77.0,2.0
查询,77.0,1.0
合肥,77.0,
陷,77.0,
马,77.0,4.0
养老金,77.0,
DD,77.0,2.0
央行数字货币,77.0,1.0
速度,77.0,1.0
异动拉升,77.0,4.0
年底,77.0,3.0
增发,77.0,
雄安,77.0,1.0
红线,76.0,
操盘,76.0,
石油,76.0,
人保,76.0,2.0
活跃,76.0,2.0
钢铁,76.0,
指,76.0,1.0
苏,76.0,
发现,76.0,1.0
一路,76.0,3.0
活水,76.0,2.0
买房,76.0,2.0
LOF,76.0,
给予,76.0,1.0
中原,76.0,
概念,75.0,5.0
跨行,75.0,
高科,75.0,
双降,75.0,
忙,75.0,
加剧,75.0,1.0
延长,75.0,3.0
建投,75.0,2.0
中资,75.0,1.0
太原分行,75.0,
有人,75.0,
社会责任,75.0,
中欧,75.0,2.0
郑州分行,75.0,1.0
指数分级证券投资基金基金份额,75.0,
请问贵公司,75.0,2.0
渝农商,75.0,1.0
早,75.0,1.0
降至,75.0,2.0
审查,75.0,2.0
银行员工,75.0,1.0
内幕交易,75.0,
读财报,75.0,
现在,74.0,2.0
变革,74.0,
追捧,74.0,
样本,74.0,
个人信息,74.0,4.0
生态圈,74.0,2.0
贵阳,74.0,2.0
时隔,74.0,
入场,74.0,
客户信息,74.0,
突然,74.0,2.0
良好,74.0,
反洗钱,74.0,1.0
欲,74.0,
件,74.0,2.0
管控,74.0,1.0
问询函,74.0,1.0
工农,74.0,2.0
证券投资基金招募说明书,74.0,2.0
跟踪,74.0,3.0
星,74.0,
刘永好,74.0,
方向,73.0,
信贷投放,73.0,1.0
领导,73.0,
汇丰,73.0,1.0
第四次,73.0,1.0
门槛,73.0,
方正,73.0,2.0
究竟,73.0,
重回,73.0,1.0
把握,73.0,1.0
疯狂,73.0,1.0
阳光,73.0,
受贿,73.0,
全线,73.0,1.0
停,73.0,6.0
信心,72.0,2.0
达到,72.0,1.0
宁夏,72.0,
人民银行,72.0,1.0
尽职,72.0,2.0
总行,72.0,1.0
配售,72.0,2.0
中标,72.0,1.0
成都分行,72.0,1.0
本行,72.0,2.0
力量,72.0,
份,72.0,4.0
岗位,72.0,1.0
投资策略,72.0,2.0
中南,72.0,
现金流,72.0,
太,72.0,3.0
QFII,72.0,
营业,72.0,
过会,72.0,1.0
合约,72.0,1.0
正常,71.0,
打破,71.0,1.0
关系,71.0,1.0
之王,71.0,
大赛,71.0,1.0
合规,71.0,
首位,71.0,
社区支行,71.0,3.0
制度,71.0,1.0
两位,71.0,3.0
农商银行,71.0,
CPI,71.0,
国,71.0,
试验区,71.0,1.0
大额,71.0,
多亿,71.0,1.0
长沙银行,71.0,
财险,71.0,1.0
显现,70.0,2.0
践行,70.0,
渤海银行,70.0,4.0
新进,70.0,
达成战略合作,70.0,1.0
式,70.0,1.0
两成,70.0,
收官,70.0,
附表,70.0,
强劲,70.0,2.0
力挺,70.0,2.0
克,70.0,
骗贷,70.0,1.0
事,70.0,2.0
机构调研,70.0,
睿,70.0,3.0
总体,70.0,
处理,70.0,
尾盘,69.0,3.0
漏洞,69.0,
养老,69.0,1.0
多个,69.0,1.0
发布会,69.0,1.0
债券市场,69.0,1.0
超千亿,69.0,
每经,69.0,1.0
有限责任公司,69.0,
常熟,69.0,
服务平台,69.0,2.0
金股,69.0,2.0
被否,69.0,1.0
峰会,69.0,2.0
防范,69.0,1.0
钱端,69.0,1.0
市值超,69.0,2.0
发酵,69.0,2.0
高增,68.0,1.0
回报,68.0,1.0
飙升,68.0,2.0
媒体,68.0,
国债期货,68.0,
打通,68.0,
公告集锦,68.0,
同业存单,68.0,
银行不良率,68.0,3.0
上市流通,68.0,
ROE,68.0,3.0
月末,68.0,
接盘,68.0,1.0
备案,68.0,6.0
使用闲置自有资金进行,68.0,3.0
跌破,68.0,4.0
深圳证券交易所,68.0,1.0
低估,68.0,3.0
时刻,68.0,
谈,68.0,2.0
陆续,68.0,
通道,68.0,1.0
银行发布,68.0,
发起式,68.0,4.0
国家开发银行,68.0,
东方红,68.0,
大单,68.0,8.0
海富通,67.0,
打开,67.0,6.0
值得,67.0,3.0
智慧金融,67.0,
架构,67.0,3.0
落户,67.0,
民营银行,67.0,1.0
自有资金进行,67.0,
MSCI,67.0,2.0
稳股价,67.0,2.0
一支,67.0,3.0
永赢,67.0,
阶段,67.0,
居,67.0,2.0
引发,67.0,1.0
影视,67.0,
联动,67.0,1.0
济南,67.0,2.0
综合授信,67.0,2.0
市盈率,67.0,9.0
独董,67.0,
业,67.0,1.0
逼近,67.0,3.0
开盘,67.0,3.0
港,67.0,4.0
金融力量,67.0,2.0
致,67.0,2.0
力,67.0,1.0
甘肃,67.0,
委托理财进展,67.0,4.0
拟任,67.0,
限制,67.0,
阳光城,66.0,1.0
复合材料,66.0,
拼,66.0,
空降,66.0,
不变,66.0,1.0
成功举办,66.0,1.0
态势,66.0,2.0
跌近,66.0,2.0
质效,66.0,
非法,66.0,3.0
抢,66.0,1.0
融,66.0,2.0
期待,66.0,4.0
业绩超预期,66.0,1.0
局,66.0,
不会,66.0,
限售股解禁,66.0,
新华联,66.0,
条件,66.0,
领跌,66.0,2.0
宣传,66.0,
当前,66.0,1.0
拍卖,66.0,1.0
高达,66.0,2.0
单位,66.0,
办法,66.0,
和解,66.0,
解除,66.0,
复牌,66.0,1.0
很,66.0,
证,66.0,
覆盖,66.0,2.0
成效,66.0,
派息,65.0,3.0
正文,65.0,
纯债,65.0,
散户,65.0,1.0
突发,65.0,
银联,65.0,2.0
分支机构,65.0,1.0
国泰,65.0,1.0
东北,65.0,1.0
频繁,65.0,
里,65.0,3.0
英,65.0,1.0
宁波银保监局,65.0,4.0
开放式基金,65.0,2.0
长三角一体化,65.0,1.0
万科,65.0,2.0
定期开放债券型,65.0,2.0
交易商协会,65.0,1.0
明日,65.0,1.0
榜首,65.0,5.0
激增,65.0,2.0
苏州银行,65.0,1.0
保就业,65.0,3.0
持有期混合型证券投资基金,65.0,1.0
出口,65.0,5.0
专业,65.0,
知识产权,65.0,2.0
罚25万,65.0,5.0
温州,65.0,
采购,64.0,4.0
白马股,64.0,
大成,64.0,1.0
法国,64.0,2.0
地区,64.0,1.0
实力,64.0,
飘红,64.0,1.0
抢先,64.0,1.0
警惕,64.0,2.0
北分,64.0,
多渠道,64.0,
中间业务,64.0,
卫东,64.0,
隐忧,64.0,
负油价,64.0,
派发,64.0,1.0
科技投入,64.0,
真实,64.0,
化,64.0,
金融租赁,64.0,7.0
必读,64.0,
统一,64.0,2.0
共计,64.0,1.0
非息,64.0,
机构看好,64.0,5.0
量化,64.0,1.0
困局,64.0,1.0
永煤,64.0,2.0
退休,63.0,1.0
日报,63.0,3.0
张青松,63.0,
CEO,63.0,3.0
处于,63.0,2.0
走势,63.0,
显,63.0,1.0
拟发,63.0,
视频,63.0,
指数证券投资基金,63.0,1.0
支付清算,63.0,
解,63.0,1.0
框架,63.0,
宣传活动,63.0,3.0
旅游,63.0,1.0
西藏,63.0,1.0
回顾,63.0,2.0
这次,63.0,2.0
恒丰,63.0,
升温,63.0,
揭牌,63.0,2.0
天然气,63.0,
宏源,63.0,1.0
亚洲,63.0,5.0
ABS,63.0,3.0
重罚,63.0,1.0
金控,63.0,6.0
合力,63.0,
扶持,63.0,1.0
接触,63.0,3.0
扫描,63.0,
企业复工,63.0,
多只,63.0,1.0
成果,63.0,1.0
费率优惠,63.0,1.0
动作,63.0,
首选,62.0,1.0
接连,62.0,1.0
安邦,62.0,
现金管理,62.0,
重要公告,62.0,2.0
真的,62.0,2.0
违法违规,62.0,5.0
发放贷款,62.0,4.0
晚间,62.0,2.0
大悦,62.0,5.0
开放日常申购,62.0,1.0
P2P,62.0,
年薪,62.0,
基金投顾,62.0,1.0
对比,62.0,7.0
多万,62.0,2.0
拟减持,62.0,
外贸企业,62.0,2.0
这一,62.0,1.0
网贷,62.0,
入市,62.0,1.0
战略合作协议,62.0,1.0
花,62.0,2.0
傅慧芳,62.0,1.0
　,62.0,3.0
治理,62.0,3.0
C7,62.0,
一文,62.0,
债券承销,62.0,6.0
爆款,62.0,
支行行长,62.0,1.0
收涨,62.0,2.0
首期,62.0,
美的,62.0,
最强,62.0,4.0
高层,62.0,1.0
混改,62.0,
续贷,62.0,1.0
选举,62.0,
超2%,62.0,
追踪,62.0,
圈,61.0,
负面,61.0,
透支,61.0,
仓,61.0,1.0
入选,61.0,1.0
意见,61.0,
火爆,61.0,6.0
前景,61.0,
澳门,61.0,
华创,61.0,
首都,61.0,1.0
无法,61.0,
文件,61.0,
银税互动,61.0,1.0
涨逾,61.0,5.0
翻倍,61.0,1.0
超20%,61.0,3.0
大象,61.0,2.0
欧元,61.0,
入股,61.0,1.0
内蒙古,61.0,3.0
坑,61.0,1.0
自救,61.0,2.0
方,61.0,
股权质押,61.0,5.0
中债,61.0,1.0
内地,61.0,3.0
信息技术,61.0,
工资,61.0,
纸,61.0,
研报,61.0,
C5,61.0,
选,61.0,13.0
万家,61.0,
秘密,61.0,
放缓,60.0,2.0
主体,60.0,
航空,60.0,1.0
定向,60.0,2.0
全新,60.0,
不良资产,60.0,2.0
几何,60.0,
发行完毕,60.0,
太保,60.0,
高于,60.0,1.0
流水,60.0,
金能,60.0,
聚力,60.0,
入,60.0,
看看,60.0,
概率,60.0,
五,60.0,
债务融资工具,60.0,2.0
买买,60.0,
西部,60.0,
疫情防控阻击战,60.0,
热点,60.0,1.0
石化,60.0,
全省,60.0,
坏账,60.0,
之下,60.0,
添,60.0,1.0
大手笔,60.0,1.0
代理,60.0,2.0
专属,60.0,1.0
AI,60.0,1.0
刚,60.0,1.0
亮点,60.0,
多点,60.0,1.0
商户,60.0,2.0
逐步,60.0,
基因,59.0,
调仓,59.0,2.0
第二期,59.0,
应收,59.0,
生猪,59.0,
触发,59.0,1.0
中央,59.0,
公司股票,59.0,
中信集团,59.0,
蚂蚁金服,59.0,
超4%,59.0,
内控,59.0,
隐私,59.0,
虚假,59.0,2.0
江湖,59.0,
年期,59.0,1.0
新进展,59.0,
猛增,59.0,1.0
补充资本,59.0,
景气,59.0,
上限,59.0,1.0
捐赠,59.0,2.0
四,59.0,5.0
柜台,59.0,1.0
解盘,59.0,7.0
强制,59.0,1.0
缩减,59.0,
全方位,59.0,
现场,59.0,2.0
前次,59.0,
加速度,59.0,1.0
董秘您好,59.0,1.0
哈尔滨,59.0,2.0
停牌,59.0,8.0
晚间重要公告,59.0,
Q3,59.0,
异动股,59.0,4.0
突出,59.0,2.0
宁波分行,59.0,
信贷资金,59.0,1.0
信披,59.0,
银企对接,59.0,2.0
基础,59.0,1.0
住房贷款,58.0,
周年,58.0,
高速,58.0,
获刑,58.0,2.0
净利下滑,58.0,
争议,58.0,
锦州银行,58.0,
抓,58.0,1.0
背景,58.0,2.0
浦东,58.0,6.0
老,58.0,6.0
作用,58.0,1.0
同行,58.0,1.0
汇添富,58.0,2.0
就业,58.0,1.0
放量,58.0,1.0
瘦身,58.0,2.0
深交所,58.0,
国企,58.0,2.0
全国首单,58.0,
融合,58.0,1.0
辞去,58.0,
银行股午后,58.0,10.0
帮扶,58.0,1.0
建,58.0,2.0
银企,58.0,2.0
生物科技,58.0,2.0
正式开业,58.0,
真,58.0,2.0
口罩,58.0,
搭建,58.0,
债权人,58.0,
今年以来,58.0,1.0
增幅,58.0,
理财能力排名,58.0,
频现,58.0,5.0
顺利,58.0,1.0
柏瑞,58.0,
审核,58.0,
书,58.0,1.0
全国性银行,58.0,5.0
抱团,57.0,1.0
生变,57.0,
一半,57.0,2.0
上演,57.0,1.0
协同,57.0,
费率,57.0,
主席,57.0,
个贷,57.0,
兴银,57.0,2.0
落幕,57.0,1.0
意外,57.0,
创新医疗,57.0,
巨额,57.0,1.0
影响几何,57.0,4.0
稳中,57.0,
挂钩,57.0,
降额,57.0,
附属,57.0,
万户,57.0,
赢,57.0,1.0
党委,57.0,
钱包,57.0,3.0
观点,57.0,
总量,57.0,
温彬,57.0,2.0
超越,57.0,
崛起,57.0,
接近,57.0,1.0
天津分行,57.0,
大考,57.0,
支撑,57.0,1.0
投资机会,57.0,
特斯拉,57.0,3.0
疫情冲击,57.0,
虚增,57.0,1.0
转股,57.0,4.0
研讨会,57.0,
长春,57.0,1.0
银行家,57.0,12.0
军工,57.0,
女,57.0,
对外,56.0,1.0
签订战略合作协议,56.0,3.0
农发行,56.0,2.0
新浪,56.0,
流向,56.0,
养老目标,56.0,2.0
高位,56.0,5.0
账款,56.0,
中期业绩,56.0,
离岸,56.0,3.0
微电子,56.0,2.0
规划,56.0,2.0
度,56.0,
红,56.0,1.0
消费者权益,56.0,
双升,56.0,
账,56.0,1.0
修改,56.0,2.0
打出,56.0,
温度,56.0,
拖累,56.0,
超短期融资券发行结果,56.0,1.0
关闭,56.0,1.0
持平,56.0,1.0
按下,56.0,
林静然,56.0,1.0
刺穿,56.0,
一带,56.0,2.0
奖项,56.0,
今,56.0,
齐聚,56.0,
买入评级,56.0,2.0
郑州,56.0,1.0
金牛,56.0,
爆雷,56.0,
跌幅,56.0,2.0
日期,56.0,4.0
卓越,56.0,2.0
TOP10,56.0,
年报出炉,56.0,
着力,55.0,1.0
叫停,55.0,
净利增加,55.0,
职务,55.0,
瞄准,55.0,1.0
承担,55.0,
车,55.0,1.0
伪造,55.0,2.0
评论,55.0,1.0
已超,55.0,1.0
尊敬,55.0,1.0
招股,55.0,3.0
终止营业,55.0,2.0
金融业务,55.0,2.0
减持计划,55.0,1.0
引擎,55.0,
国务院,55.0,1.0
硬核,55.0,3.0
异地,55.0,
同业存单发行,55.0,1.0
书记,55.0,
获准筹建,55.0,
上海市,55.0,
最近,55.0,
便利,55.0,
促,55.0,2.0
造假,55.0,1.0
转换转入,55.0,1.0
竞争力,55.0,
行业动态,54.0,
登陆,54.0,1.0
开源,54.0,2.0
东莞,54.0,2.0
采取,54.0,1.0
第二批,54.0,
问,54.0,
汇金,54.0,
特别,54.0,1.0
贵州银保监局,54.0,2.0
中航,54.0,5.0
现身,54.0,1.0
底部,54.0,1.0
统计,54.0,1.0
实际,54.0,
悉数,54.0,
一个月,54.0,3.0
白银,54.0,3.0
中招,54.0,
天弘,54.0,
大通,54.0,
末,54.0,2.0
改变,54.0,1.0
一致行动,54.0,6.0
投融资,54.0,
迅速,54.0,1.0
前行,54.0,1.0
进出口银行,54.0,1.0
乱象,54.0,
江阴,54.0,
单日,54.0,3.0
国债,54.0,
直销银行,54.0,
确定,54.0,
资料,54.0,
故事,54.0,1.0
按揭,53.0,
华远,53.0,
净利同比增长,53.0,2.0
卡,53.0,2.0
会议决议,53.0,
百度,53.0,
博时,53.0,
银河,53.0,1.0
破发,53.0,
竟,53.0,1.0
更加,53.0,
百行进万企,53.0,8.0
层,53.0,1.0
爆,53.0,
原油宝穿仓,53.0,
净,53.0,1.0
景顺,53.0,
跨界,53.0,
记,53.0,
闲置自有资金进行现金管理,53.0,1.0
绝对收益,53.0,4.0
定向降,53.0,3.0
四方监管协议,53.0,1.0
彰显,53.0,
提振,53.0,1.0
纪念币,53.0,
情绪,53.0,2.0
掘金,53.0,
公示,53.0,
圆满,53.0,
初步,53.0,
百年,53.0,3.0
分钟,53.0,
投向,53.0,3.0
定,53.0,
掌门,53.0,3.0
银行中报,53.0,
更好,52.0,1.0
全资,52.0,
拓展,52.0,
企稳,52.0,1.0
制造,52.0,3.0
复星,52.0,
跻身,52.0,
玻璃,52.0,1.0
质疑,52.0,
定制,52.0,1.0
近九成,52.0,
体验,52.0,2.0
考,52.0,3.0
热力,52.0,
超30%,52.0,1.0
开售,52.0,1.0
幸福,52.0,1.0
注销部分,52.0,4.0
业务规模,52.0,
克时艰,52.0,1.0
品种,52.0,
获利,52.0,
全国性,52.0,
中国人保,52.0,1.0
坚守,52.0,
直播,52.0,2.0
创近,52.0,
准,52.0,2.0
利空消息,52.0,
午评,52.0,4.0
大佬,52.0,
识别,52.0,1.0
违规流入,52.0,
筹备,52.0,1.0
副总裁,52.0,
新增贷款,52.0,
超短,52.0,3.0
制造业贷款,52.0,
大地,52.0,
畅通,52.0,3.0
手段,52.0,
警示,51.0,
多位,51.0,
甩卖,51.0,2.0
赛道,51.0,
泉州,51.0,1.0
大关,51.0,
稳步,51.0,
高铁,51.0,
端,51.0,
日均,51.0,
防疫物资,51.0,3.0
级罚单,51.0,
按规定,51.0,1.0
带,51.0,1.0
四年,51.0,1.0
外汇局,51.0,1.0
预警,51.0,
一度,51.0,3.0
增利,51.0,1.0
司法,51.0,1.0
风口,51.0,
来自,51.0,
涉及诉讼,51.0,1.0
